rollNo,studentName,math,physics,chemistry,grade
521434,Jason Davis,99,46,79,B+
540375,Kerri Roberts,67,12,55,D
572733,Edward Serrano,59,36,56,D
593681,Dennis Schroeder,57,51,60,C
561551,Yvonne Bass,56,37,76,C
516355,Julie Cruz,87,80,36,B
582501,Eric Bryant,15,82,43,D
531745,Todd Harrington,32,49,45,D
577985,Noah Roberts,54,57,44,C
557890,Eugene Morris,78,96,80,A
549169,Rachel Rodriguez,96,88,98,A+
530980,Brian Gomez,57,41,68,C
531038,Michaela Elliott,97,53,88,B+
537047,Holly Blevins,12,62,33,D
550546,Leah Burton,99,49,28,C
598994,Benjamin Hill,28,75,56,C
584405,Denise Edwards,99,23,88,B
588281,John Hale,96,43,24,C
513841,Amy Taylor,100,59,15,C
530875,Michael Spence,41,33,97,C
559942,Angela Sanders,23,18,79,D
566138,Cesar Marquez,14,41,42,F
507260,Jason Wiley,53,17,35,D
584533,Sheri Brown,69,95,53,B+
547042,Amy Nguyen,90,83,34,B
545176,Rodney Adkins,58,81,82,B+
516665,Andrew Martinez,58,96,30,B
582843,Matthew Miller,63,49,43,C
538330,Megan Porter,88,30,79,B
528469,Cory Hall,85,84,61,B+
529928,Scott Carpenter,14,47,41,D
580761,Mary Holland,22,83,89,B
564961,Jennifer Carter,17,86,93,B
513425,Teresa Koch,71,31,32,D
536348,Steven Abbott,30,98,49,C
528488,Walter Lucero,97,81,81,A
598210,Kelsey Woods,13,14,22,F
512544,Linda Pratt,40,71,20,D
558797,Yvette Davis,94,46,47,B
569214,Joyce Marshall,20,52,72,D
589380,Charlotte Reese,47,49,91,B
570962,Eric Mccann,68,67,60,B
502380,Allison Thomas,86,75,59,B+
590667,Robert Hammond,27,73,28,D
547369,Kristen Sanchez,42,74,89,B
594280,Christopher Adams,11,78,78,C
504119,Emily Jones,30,28,74,D
513517,Jessica Rollins,33,89,17,D
559577,Gabriel Kelly,15,88,21,D
565750,Sara Evans,71,80,26,C
535030,Andrea Wood,91,17,43,D
585044,Steven White,25,87,18,D
569269,Eric Hernandez,96,85,44,B+
550271,Pamela Anthony,78,62,52,B
569392,Julie Lawson,91,49,69,B
572510,Mary Patterson,12,52,20,F
512452,Erika Evans,58,82,91,B+
592112,Erica Lambert,60,92,38,B
532097,Sheri Hansen,47,33,80,C
537617,Theresa Larson,94,48,14,C
500588,Christian Harris,21,40,11,F
504486,Austin Schmidt,76,96,70,B+
571924,Katie Cruz,13,66,67,D
575277,Joshua Smith,48,89,31,C
544193,Bruce Casey,23,87,79,B
508097,Maureen Williams,66,42,97,B
550080,Gina Collins,100,25,81,B
580278,Kim Wallace,38,94,97,B+
553303,Mr. Garrett Williams,73,28,94,B
552244,Mary Austin,71,65,11,D
546381,Mark Cline,82,44,53,C
532329,Amy Dean,99,23,77,B
511330,David Phelps,42,29,17,F
556891,Bruce Bryant,50,55,51,C
566173,Lauren Moran,80,95,94,A
575709,Tammie Rice,83,36,85,B
522548,Connie Arias,34,25,28,F
569419,Garrett Kramer,43,40,54,D
542137,Timothy Ramirez,30,96,32,C
514168,Darrell Santos,82,37,85,B
580448,Brandon Walter,99,13,98,B
523049,Christopher Brown,31,28,25,F
502402,Christopher Hawkins,63,72,13,D
501125,Katelyn Hahn,79,72,70,B+
566505,Kristina Mendez,73,14,70,C
577775,Sonya Pratt,23,43,25,F
513275,Sue Harvey,26,78,20,D
535707,Francisco Mason,40,11,81,D
595821,John Joseph,56,89,88,B+
539307,Lorraine Becker,61,51,68,C
566776,Ivan Calderon,80,24,92,B
511825,Candice Cantu,92,48,46,B
577423,Debbie Greene,65,33,92,B
556645,Jacqueline Roman,53,47,87,B
597991,Karen Deleon,24,23,24,F
599119,Sarah Russell,69,79,40,B
591673,Mark Gregory,18,21,91,D
511046,Tracy Holmes,16,17,64,F
509074,Deborah Perry,63,15,75,C
573562,Christopher Strong,69,68,65,B
523227,David Carey,13,54,67,D
558779,Amy Hamilton,69,49,45,C
593801,Richard Lowe,49,89,13,D
554332,Joshua Harmon,71,81,21,C
529919,Melissa Silva,65,18,37,D
500476,Richard Rodgers,75,59,52,B
583604,Amanda Mcgrath,76,97,40,B+
586460,Kimberly Franco,15,33,85,D
531634,Jerome Bauer,54,64,87,B
590292,Wesley Cooper,47,21,69,D
571170,Sarah Richardson,13,33,89,D
548411,Sandra Morris,25,55,38,D
598500,Jacqueline Miller,43,29,44,D
576506,Margaret King,100,22,59,C
520547,Brian Bradshaw,14,33,65,D
588863,John Bryant,93,95,49,B+
564034,Richard Sullivan,54,54,52,C
535517,Cristian Aguirre,91,30,55,C
593381,Melinda Norris,62,76,10,D
582261,Matthew Phillips,62,22,20,D
575395,Steven Rose,26,20,62,D
599328,Anthony Wong,31,74,10,D
549257,Annette Robinson,93,65,75,B+
544521,Deanna Miller,54,64,23,D
508862,Michael Baldwin,81,59,100,B+
584743,Sara Rivera,45,32,41,D
561916,Joshua Flores,53,72,29,C
577761,Nicholas Martinez,18,22,72,D
543590,Lacey Murphy,42,60,41,D
538755,Roberta Gray,59,78,29,C
585724,James Hoover,34,84,56,C
549719,David Jackson,65,72,74,B
555065,Michelle Mitchell,43,12,74,D
511299,Beverly Sandoval,19,32,87,D
546312,Christopher Pacheco,52,33,77,C
505239,April Williams,37,27,68,D
597245,Stephanie Burns DVM,79,85,65,B+
531798,Maureen Allen,31,78,37,D
589041,Terry Perez,94,44,60,B
593348,Charles Robinson,82,91,41,B+
535929,Michael Russell,69,24,62,C
507712,Mariah Davidson,74,85,12,C
505979,Sherry Beasley,35,38,88,C
567300,James May,64,97,22,B
530568,Lindsey Rodriguez,21,70,17,D
509608,Mrs. Ann Alexander,52,16,28,F
551247,Timothy Ayala DDS,61,95,66,B+
572157,Emily Ross,67,14,98,C
545964,Mark Valentine,52,75,78,B
589519,Thomas Martinez,35,75,61,C
552502,Pamela Rodriguez,84,43,26,C
543413,Michael Harvey,48,12,11,F
514347,Theresa Jones,81,54,50,B
583098,Cindy Gonzalez,50,90,14,C
504547,Ricardo Hicks,83,40,51,C
546942,Robert Miller,34,99,56,B
562883,Phillip Thompson,71,70,19,C
520800,Jamie Chandler,21,33,80,D
563919,Jimmy Hicks,83,87,62,B+
522570,Anna Moore,77,16,49,D
543404,Jasmine Horton,30,63,22,D
541957,Jamie Velez,83,15,89,B
513101,Erika Ramsey,38,87,73,B
533245,Daryl Butler,77,26,28,D
559767,Michael Savage,37,67,45,D
590365,Tiffany Crawford,56,56,83,B
587192,Dawn Case,17,99,86,B
523741,Alexandra Jackson,79,93,33,B
536631,Sarah Chan,59,87,46,B
572038,William Clark,76,36,21,D
580170,Andrew Graham,57,50,22,D
581974,Roger Craig,30,13,18,F
558589,Jessica Morris,49,29,18,F
598456,Seth Paul,51,50,63,C
536583,Denise Lucas,20,76,98,B
546730,Jasmine Brown,46,55,39,D
596853,Luis Woods,18,35,11,F
535181,Lisa Perkins,92,51,77,B+
505288,Maxwell Roberts,70,54,98,B+
589700,Michele Hawkins,43,91,77,B
583436,Mrs. Jaclyn White,44,14,87,D
563597,Terry Mitchell,40,30,21,F
589590,Chloe Thompson,92,79,63,B+
528369,Lynn Lee,19,80,26,D
518182,Melinda Vega,25,31,28,F
585068,Dr. Cheryl Underwood DDS,47,92,82,B+
534215,Bobby Campbell,16,82,72,C
590008,Justin Lutz,24,97,29,D
536837,Danielle Stafford,77,38,92,B
570748,Shelby Cochran,88,88,47,B+
556466,Sean Navarro,31,28,86,D
595243,Brandon James,69,85,75,B+
596508,Patricia Jackson,28,45,41,D
555236,Alex Dickerson,27,56,17,D
547823,Samantha Kelley,13,37,31,F
509680,Felicia Kim,24,20,100,D
507738,Amanda Hernandez,65,73,72,B
508484,Mrs. Karen Garcia,43,58,82,B
508190,Leroy Santiago,16,21,77,D
570555,Patricia Marquez,44,72,70,B
527989,Ryan Russell,92,16,19,D
534623,Heather Cantrell,66,66,14,D
508513,Nathan Hill,78,97,45,B+
546711,James Owens,56,68,43,C
569850,Jill Jones,11,10,12,F
593575,Gregory Delacruz,56,16,38,D
526476,Joshua Flores,27,27,81,D
509143,Ronald Winters,69,58,63,B
543929,John Moran,78,67,96,B+
503854,Michele Lang,65,82,23,C
585897,Walter York,20,77,24,D
550692,Troy Morris,33,32,67,D
543970,Kelli James,35,50,23,D
583137,Timothy Jones,65,68,61,B
553936,Linda Hunter,87,29,19,D
533171,Lisa Davis,50,10,72,D
546484,Robert Delacruz,98,73,15,B
529630,Timothy Elliott,48,65,73,B
553512,Justin Frazier,31,54,71,C
577164,Stephen Peterson,35,43,37,D
507597,Michael Wagner,56,11,60,D
571858,Michele Diaz,42,18,44,D
564731,Pamela Harmon,76,73,25,C
585232,Robert Russell,15,42,67,D
567254,Derrick Anderson,86,40,27,C
529274,Raymond Vasquez,85,40,73,B
537125,Marcus Rivera,29,21,41,F
543798,Ellen Fernandez,36,98,76,B
573932,Crystal Moody,24,16,56,F
518226,Christopher Andrews,16,84,74,C
542279,Carla Reed,74,37,23,D
501122,Kayla Austin,74,53,12,D
584443,Laurie Figueroa,28,26,78,D
500160,Jason Cruz,75,88,14,C
527618,Peter Campbell,46,72,33,D
592050,Sandra Castro,63,74,81,B+
538932,Alicia Cummings,36,29,71,D
561823,Kathleen Shepard,28,30,73,D
525313,Tiffany Hughes,61,11,38,D
560616,Eric Turner,21,64,45,D
519334,Debra Miller,23,75,39,D
567924,Jacob Small,13,69,81,C
585166,Amy Walker,22,17,56,F
500464,Katherine King,21,89,57,C
527377,Aaron Hernandez,54,54,49,C
550714,Lisa Conner,58,39,38,D
553616,Michael Boyer,98,74,66,B+
577552,Deanna Rodriguez,58,43,46,D
547007,Nicole Pena,47,40,65,D
570163,Jonathan White,93,16,14,D
576688,Cynthia Howard,31,12,39,F
595292,Daniel Moreno,92,42,25,C
598667,Melissa Thomas,42,73,62,C
505790,Gregory Beard,23,43,40,D
518744,Theresa Dalton,31,22,39,F
525124,Rachel Allen,36,37,25,F
543470,Claudia Schaefer,34,23,26,F
553430,Dillon Palmer,99,98,92,A+
594443,Gregory Scott,29,88,87,B
562073,Jeremy Garcia,96,79,54,B+
571699,Jack Hammond,31,75,11,D
508003,Christopher Ho,36,48,61,D
582327,Rhonda Collins,42,73,59,C
588556,Caroline Moss,88,88,58,B+
515533,Justin Morris,40,22,62,D
574306,Melissa Gutierrez,12,79,25,D
519657,Natasha Singh,97,79,15,B
559981,Donald Anderson,38,14,81,D
599634,Angela Petersen,48,42,40,D
507721,Karl Ellis,64,58,34,C
504419,Michelle Scott,93,62,20,C
516565,Randall Brooks,50,12,41,D
523896,Karen Larsen,58,53,93,B
597753,Candace Harris,31,47,82,C
591836,Justin Cook,38,39,100,C
509695,Heather Reese,26,30,91,D
597570,Erica Chapman,89,85,36,B
566544,Miss Kim Mcguire,38,72,53,C
518325,Tiffany Jones,99,66,22,B
593692,Ashley Calderon,100,61,48,B
568418,Joel Andrews,81,17,19,D
562082,Clifford Woods,55,49,53,C
555273,Natalie Sanchez,49,98,55,B
554099,Courtney Salazar,17,75,81,C
576258,Gregory Walter,88,87,74,A
597124,Kara Galvan,45,30,43,D
506504,Amanda Collins,93,62,72,B+
585944,Samantha Powers,37,18,21,F
508946,Theodore Trevino,76,25,86,B
587299,Deborah Conway,41,46,90,C
519211,Eileen Sanders,24,78,15,D
578388,Amanda Bradley,90,50,10,D
507309,Nancy Thomas,18,57,30,D
547185,Gregory Hawkins,24,86,23,D
501328,Justin Edwards,83,79,83,A
502177,Joel Cohen,50,86,39,C
521528,Kevin Jordan,68,72,28,C
560378,Jeffrey Bennett,32,27,49,D
553679,Kevin Williams,26,79,80,B
559771,Benjamin Bond,82,87,45,B+
592328,John Singh,79,45,55,C
583789,Melissa Berry MD,98,80,17,B
565555,Nathan Thompson,95,39,20,C
559679,Gary Jackson,72,12,96,C
522244,Ryan Williams,31,79,99,B
552477,Kelly Martin,23,50,68,D
508081,John Hardy,92,88,39,B+
560862,Katelyn Wyatt,92,82,16,B
573801,Yolanda Hayes,52,78,92,B+
599374,Stephanie Hansen,28,32,11,F
535826,Kerri Horton,100,51,78,B+
576746,Julie Smith,80,25,49,C
551110,Nancy Burton,43,88,10,D
599962,Mark Howard,85,54,41,C
540564,Julie Herman,56,93,44,B
522850,Christopher Lopez,96,61,55,B
590327,Russell Hinton,100,17,20,D
532881,Oscar Gomez,91,50,18,C
539243,Warren Hernandez,13,56,21,F
554972,Erin Grant,68,50,77,B
544951,Tommy Cannon,56,66,92,B+
571900,Joseph Garner,68,89,50,B
507878,Nathan Washington,13,40,84,D
544603,Jeffrey Crawford,94,59,45,B
565985,Zachary Rodriguez,33,10,37,F
546547,Veronica Park,15,53,31,D
553194,Jessica Lee,19,71,88,C
564263,Brittany Brown,64,40,60,C
594559,Seth Brown,44,79,87,B
533994,Jonathan Knapp,70,74,84,B+
541136,Daniel Abbott,78,76,69,B+
514095,Troy Castro,44,49,90,B
555429,Carlos Clark,75,69,70,B+
543742,Lisa Johnson,73,59,42,C
550987,John Mason,70,19,14,D
587790,Carrie Benitez,52,10,85,D
544744,Richard Perry,48,15,87,D
561317,Jennifer Keith,65,44,67,C
583695,Dakota Jones,45,46,26,D
592719,Jennifer Nguyen,85,84,29,B
595307,Laura Kelley,89,34,95,B+
550563,Cassandra Rodriguez,22,50,71,D
548515,Brett Barr,21,95,97,B+
572536,Richard Nielsen,67,85,24,C
575488,Matthew Soto,28,21,20,F
556304,Jon Smith,25,13,66,D
506069,Kelly Hunter,28,50,48,D
536193,Susan Flowers,38,79,91,B
591378,April Smith,10,75,27,D
502022,Wendy Hines,38,52,73,C
565124,William Flores,66,36,72,C
506660,Diana Rice,50,98,99,A
516912,Karen Booker,36,24,34,F
572259,Ivan Allen,46,37,76,C
582056,Kimberly Thompson,19,71,79,C
541126,Andrew Torres,64,46,52,C
591695,Samuel Peterson,38,54,61,C
501092,Joseph Gilbert,85,64,20,C
514301,Terry Riddle,19,14,99,D
565831,Henry Nichols,92,67,53,B
548392,Kevin Moran,11,19,37,F
557494,Christina Powell,82,31,17,D
516421,Michael Owens,65,17,87,C
566309,David Saunders,98,76,59,B+
583025,Julie Green,78,42,60,C
506964,Stephen Crawford,42,19,37,F
576403,Dustin Duarte,67,79,56,B
594267,Kristin Kidd,52,49,20,D
545211,Robert Cruz,21,53,79,C
501841,Neil Perez,78,34,94,B
576063,Amy Price,91,72,33,B
583421,Christine Cook,87,64,98,A
577375,Adam Castillo,98,17,45,C
596584,James Lee,27,73,19,D
505943,John Shannon,65,35,13,D
558834,Tracey Davis,98,93,63,A
561584,Timothy Lewis,50,25,39,D
593355,Ryan Calderon,49,55,10,D
501050,Steven Carpenter,72,76,82,B+
551831,Julia Porter,16,16,77,D
500027,Scott Mason,43,40,91,C
565043,Austin Mason,60,64,60,B
536124,Antonio Willis,57,51,86,B
517613,Tiffany Browning,77,53,92,B+
545995,Richard White,29,60,57,D
551987,Kristen Martin,76,48,20,D
583501,Mark George,79,46,39,C
561162,Philip Johnson,31,42,17,F
589760,Jamie Carter,65,10,27,D
517451,John Smith,91,16,100,B
578682,Joshua Brown,35,16,53,D
545342,William White,28,66,38,D
586942,Stephen Perez,55,37,28,D
586841,Penny Underwood,88,53,67,B
552680,Grace Cook,18,39,67,D
508547,Jacob Avila,100,89,70,A
530280,Mrs. Rebecca Meza,43,19,77,D
594866,Tracy Hanna,21,88,98,B
564566,Karina Rodriguez,43,33,99,C
571416,Emma Young,80,57,26,C
501365,Nicole Cabrera,33,49,64,D
593524,Christopher Parker,60,80,89,B+
534702,Michael Caldwell,71,32,90,B
506799,Steven Whitehead,69,37,67,C
565533,Robert Johnson,58,68,15,D
527810,Lori Calhoun,11,39,11,F
506706,Kayla Garcia,17,57,37,D
509541,James Barnett,98,31,35,C
517389,Ann Braun,76,82,80,B+
575835,Kenneth Boyd,75,39,12,D
530502,Steven Torres,56,16,73,D
505289,Thomas Ruiz,28,39,40,D
508818,Ryan Zuniga,42,21,83,D
598648,Clinton Camacho,87,15,56,C
535587,Steven Rose,36,70,29,D
545525,Joshua Underwood,62,74,60,B
563411,Julia Copeland,67,93,63,B+
559199,Rebecca Butler,64,45,27,D
504326,Kevin Taylor,59,24,60,D
569969,Matthew Gilmore,47,51,47,D
527032,Michelle Krause,47,67,95,B
594405,Nancy Klein,54,87,17,C
541188,Michelle Keller,21,62,72,C
580051,Amanda Shaw,39,98,58,B
502595,Thomas Williams,98,91,11,B
577383,Pam Mccann,86,71,82,B+
540592,Samuel Yoder,72,74,57,B
584507,Jason Patterson,71,31,86,B
513623,Kimberly Berger,38,94,84,B+
577342,Michael Montgomery,39,90,11,D
524719,Mr. Sean Reilly,29,79,29,D
541076,Rebecca Oliver,53,60,84,B
566412,Angela Miller,66,91,68,B+
589448,Allison Atkins DDS,79,85,59,B+
511862,Travis Nelson,74,86,91,A
551620,Jonathan Harvey,30,61,36,D
511789,Grant Nelson,78,16,57,D
555577,Jacqueline Adams,79,46,84,B
504149,Victoria Morales,32,50,53,D
572401,Kevin Marsh,10,67,56,D
566641,Elizabeth Richardson,92,55,48,B
580595,Amanda Edwards,25,61,33,D
584066,Brian Martinez,62,13,61,D
501473,Richard Chen,20,16,37,F
598700,Hayley Gordon,28,40,38,D
531758,Sarah Salazar,70,76,21,C
540668,Richard Powers,60,55,58,C
543616,Carla Reyes,88,98,32,B+
574869,Julie Smith,51,36,47,D
500631,Amber Lang,31,12,89,D
553130,Hannah Long,99,68,43,B
549801,Mark Atkins,14,11,68,F
555785,Robert Ibarra,32,82,92,B
516376,Sara Watson,73,97,68,B+
592444,Todd Mckay,45,47,96,B
594935,Natalie Miller,25,62,54,D
581398,Michael Aguirre,46,100,80,B+
542186,Abigail Weaver,90,55,91,B+
552876,Erica Smith,85,43,82,B
531042,John Jones,99,85,48,B+
510587,Cynthia Perkins,18,77,26,D
550631,Austin Sims,75,84,94,A
554588,Derek Santiago,68,77,59,B
502121,Joshua Gonzalez,16,56,17,F
504471,Eric Ramos,36,53,97,B
550468,Gregory Jensen II,39,33,45,D
552706,Julie King DVM,57,86,62,B
599752,Ashley Mcgee,39,23,27,F
531093,Kristina Decker,65,61,92,B+
598020,Howard Hamilton,90,57,34,C
572331,John Gallagher,67,99,94,A
531483,Kristin Chan,11,55,25,F
506095,Debra Mcmillan,31,100,81,B
588722,Phillip Fields,58,32,73,C
566375,Kristi Gutierrez,79,23,47,D
513460,Annette Campos,22,40,13,F
592738,Ryan Davidson,84,19,42,D
563208,Jeffrey Benson,89,43,98,B+
551185,Annette Velasquez,74,51,49,C
542825,Ryan Hoffman,88,63,64,B+
589161,Melinda Colon,97,39,20,C
582072,Jorge Pham,52,31,11,F
587718,David Fitzgerald,72,98,74,A
516571,Alan Hunt,34,19,77,D
501376,Marcus Coleman,93,92,67,A
587430,Lori Goodwin,62,95,81,B+
509278,Jason Oconnell,68,22,71,C
528623,Karina Rodriguez,39,98,58,B
591123,Karen Cabrera,88,37,50,C
591142,Thomas Espinoza,62,44,87,B
585781,Kyle Hunt,56,94,63,B+
571044,Trevor Gordon,54,79,82,B+
507358,Bradley White,72,66,54,B
545198,Christine Smith,38,18,30,F
529752,Olivia Cook,31,62,77,C
574354,Christina Chapman,24,40,33,F
507552,Hailey Ramirez,16,89,84,B
561421,Sherri Bell,43,21,74,D
556474,Michael Carter,32,46,64,D
577875,Nicole Hale,72,47,45,C
542185,Danielle Mitchell,67,77,43,B
561335,Deborah Horne MD,99,91,76,A
595188,Kelly Vincent,37,51,24,D
518143,James Mcguire,93,82,88,A
529447,Linda Lopez,88,17,55,C
548713,Courtney Hensley,92,46,37,C
573873,Brandon Jacobs,49,24,33,D
534448,Donna Miller,95,100,72,A
555684,Mary Jacobs,93,16,10,D
512164,Justin George,92,100,60,A
520186,Bobby Jones,69,11,28,D
529149,Dr. Amber Harrington,53,59,53,C
532598,Mandy Mccoy,100,24,92,B+
579799,Darrell Bauer,88,59,72,B+
565633,Jacob Wells,86,12,59,C
579461,Ronald Johnson,21,25,32,F
529376,Seth Cortez,36,88,61,B
510901,Bradley Wilkerson,44,91,22,C
539137,Mckenzie Wilson,69,80,33,C
572798,Jerry Roman,35,66,71,C
554195,Crystal Mcguire,30,71,75,C
581921,Brian Best,81,54,94,B+
564590,Brett Morse,28,90,43,C
551561,Ronald Johnson,49,46,50,D
565560,Ryan Roberts,57,16,47,D
562939,Karen Thomas,55,92,38,B
524460,Amanda Hart,27,52,37,D
574431,Joshua Watts,99,72,40,B
594603,Pamela Turner,45,91,62,B
559800,Emily Thompson,19,13,94,D
542740,Rachel Martin,82,82,59,B+
565715,Edward Harris,49,51,92,B
507678,Brittany Walter,27,28,82,D
554963,Isabella Adkins,22,90,45,C
529813,Chase Vaughan,65,31,46,D
563027,Jeffrey Martin,71,15,86,C
584196,Lori Ellis,14,26,56,F
548090,Justin Morse,36,96,38,C
514522,Shaun Brown,32,18,86,D
527258,Tracy Hoover,98,84,64,A
531105,Anna Quinn,15,98,52,C
560041,Stephen Perez,35,79,96,B
596297,Tammy Rogers,19,82,78,C
592528,Lisa Zamora,36,80,60,C
544227,Evelyn Smith,60,77,65,B
506023,Pamela Wright,16,76,29,D
509963,Brandi Fuentes,24,36,52,D
593606,Joanna Sutton,11,71,79,C
548033,Jose Richards,28,74,60,C
520910,Courtney Ruiz,43,78,11,D
549888,Marcus Ramos,58,61,14,D
529945,Andrew Stewart,62,32,65,C
573040,Kristy Walker,86,55,22,C
599121,Richard Marquez,51,38,96,B
587159,Lawrence Allen,19,57,59,D
504418,Hector Kelly,43,56,10,D
540320,Heidi Wilson PhD,49,95,55,B
590258,Anthony Avery,14,31,90,D
527010,Mr. James Clayton,61,80,59,B
568806,Cameron Lucas,46,35,16,F
594244,Donna Davis,95,84,16,B
535890,Karen Flores,59,31,79,C
521774,Justin Duncan,42,88,28,C
522464,David Shepard,38,40,39,D
505963,Howard Finley,100,91,80,A
578399,Anna Hammond,64,64,48,C
512707,Angela Howard,46,96,78,B+
574668,Stephen Benson,65,14,25,D
584813,Marcia Johnson,85,12,38,D
535776,Nicolas Johnson,100,46,68,B+
534907,Lisa Larsen,26,41,88,C
536368,Dana Smith,84,49,97,B+
535490,Wendy Dudley,21,59,50,D
575535,John Brooks,99,98,84,A+
506668,David Casey,64,59,73,B
548445,Christine Jensen,30,15,86,D
500056,Danielle Parker,16,39,63,D
540275,Eric Frazier,23,34,13,F
593214,Joshua Williams,82,14,10,D
545293,Brandon Rodriguez,91,34,92,B+
591543,Teresa Mckay,76,47,65,B
545862,Elizabeth Sloan,51,28,14,F
598387,Angela Thornton,76,55,17,D
558438,Courtney Garcia,62,80,79,B+
599272,Anna Jacobs,45,28,78,D
502742,Jim Lewis,46,17,65,D
533413,Kathryn Thomas,36,58,69,C
531734,Karen Hernandez,87,36,36,C
539024,Steven Woods,72,70,12,C
507994,Daniel Berry,15,92,87,B
577868,Cheryl Taylor,67,13,79,C
538061,Lisa Palmer,74,41,63,C
538119,Brian Johnson,18,28,30,F
519915,Larry Johnson,63,86,70,B+
585792,Nathan Evans,42,42,48,D
566470,Stephanie Wang,15,100,92,B
553498,Daniel Cook,78,27,24,D
518477,Kristin Hayes,27,96,42,C
513979,Lucas Woods,17,72,44,D
560817,Alex Daugherty,71,99,42,B
539517,Amy Martinez,97,16,41,C
593120,Christopher Mcdowell,72,42,18,D
588062,James Chung,74,30,51,C
553966,Derrick Bradford,16,57,82,C
545421,John Grant,73,94,39,B
508664,Barry Walker,11,57,23,F
538486,Melanie Hall,65,45,52,C
593116,Michael Davis,57,15,68,D
577296,Anita Bartlett,17,14,63,F
581310,Dana Higgins,14,89,56,C
599902,Tonya Hays,13,92,70,C
596448,Brian Williams,70,69,23,C
560889,Chad Scott,17,26,63,D
540672,Laura Richards,84,76,96,A
592081,Jacob Gill,45,96,89,B+
558683,Kimberly Fuller,25,58,33,D
542636,Robert Hanson,96,91,92,A+
541842,Erica Wall,79,60,90,B+
599182,Miranda Hodge,57,72,40,C
530914,Alejandro Wilson,25,20,21,F
572967,Justin Jimenez,89,41,64,B
530862,Jason Durham,84,81,89,A
593544,Phillip Powers,59,34,21,D
549277,Rachel Robles,35,94,44,C
504757,Scott Ross,73,23,72,C
518134,Martha Quinn,87,55,100,B+
599994,Ryan Collins,72,50,40,C
541414,Joshua Weiss,59,24,79,C
559755,Justin Costa,33,15,65,D
515585,Michael Martinez,85,35,14,D
519026,Michael Wilkinson,41,37,32,D
568286,Gregory Martin,62,32,63,C
525643,Christina Ross,28,93,78,B
551569,Jessica Garcia,20,36,41,F
517604,Gregory Hardy,11,40,33,F
538036,Colin Kemp,27,25,51,D
566856,Tiffany Flores,59,90,68,B+
527501,John Mitchell,59,60,19,D
536174,Carolyn Goodman,88,72,96,A
594390,Lisa Johnson,37,52,81,C
516147,Ariana Marks,77,44,94,B+
581441,Aaron Rodriguez,14,62,78,C
589347,Jeremy Ruiz,88,58,83,B+
573744,Stefanie Baker,65,13,41,D
537007,Ryan Villa,83,52,17,D
505059,Virginia Brooks,91,16,66,C
559082,Mr. Vincent Knox,13,15,66,F
598672,Timothy Perry,89,45,25,C
592140,James Ruiz,81,29,44,C
521324,Christopher Mendoza,83,11,82,C
576986,Jose Harris,27,74,58,C
526028,Caitlin Wheeler,40,12,38,F
553635,Patrick Carlson,86,92,25,B
511436,April Lambert,37,57,47,D
543112,Colleen Hebert,32,73,57,C
548466,Brian Smith,56,97,46,B
530706,Abigail Gordon,76,33,88,B
595682,Heather Patton,71,68,59,B
596455,Gregory Mann,15,16,18,F
547750,Kimberly Johnson,40,75,19,D
564359,Matthew Clark,35,76,53,C
568362,Jo Mckenzie,27,18,33,F
554013,Ryan Liu,45,50,28,D
559632,Michele Martin,94,89,43,B+
550465,Austin Mahoney,19,32,67,D
583837,Sarah Jennings,24,38,66,D
507154,Pamela Gamble,42,70,19,D
502048,Alyssa Sullivan,39,14,79,D
596235,Jeffrey Swanson,41,56,87,B
528403,Tonya Byrd MD,79,17,11,D
581838,Tiffany Lozano,51,64,43,C
509320,Brandon Mann,42,33,99,C
534766,Tracy Hunter,80,22,28,D
566214,Adrian Kennedy,77,90,91,A
527513,Shelly Bauer,46,65,60,C
526101,Adam Dixon,75,36,63,C
500750,Ashley Rivera,31,84,33,D
